question,answer
What are the details for Guava in Summer?,Price: ₹141/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Banana in Spring?,"Price: ₹79/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Mango in Spring?,"Price: ₹65/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Cashew Fruit in Monsoon?,"Price: ₹97/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Banana in Monsoon?,"Price: ₹145/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Guava in Winter?,Price: ₹87/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Guava in Monsoon?,Price: ₹124/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Banana in Spring?,"Price: ₹115/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana salad"
What are the details for Mango in Winter?,"Price: ₹86/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Banana in Spring?,"Price: ₹144/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana salad"
What are the details for Mango in Summer?,"Price: ₹83/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Guava in Monsoon?,Price: ₹34/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Coconut in Spring?,"Price: ₹98/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Mango in Monsoon?,"Price: ₹60/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Watermelon in Monsoon?,"Price: ₹65/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Coconut in Summer?,"Price: ₹56/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Cashew Fruit in Monsoon?,"Price: ₹79/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Pineapple in Spring?,Price: ₹43/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Watermelon in Summer?,"Price: ₹81/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Guava in Summer?,Price: ₹85/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Cashew Fruit in Summer?,"Price: ₹90/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Guava in Winter?,Price: ₹145/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Coconut in Spring?,"Price: ₹98/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Banana in Monsoon?,"Price: ₹74/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana salad"
What are the details for Pineapple in Monsoon?,Price: ₹107/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Watermelon in Monsoon?,"Price: ₹43/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Pineapple in Winter?,Price: ₹40/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Coconut in Spring?,"Price: ₹119/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Guava in Spring?,Price: ₹123/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Mango in Summer?,"Price: ₹136/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Watermelon in Monsoon?,"Price: ₹84/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Guava in Spring?,Price: ₹38/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Guava in Summer?,Price: ₹129/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Pineapple in Spring?,Price: ₹37/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Pineapple in Winter?,Price: ₹117/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Watermelon in Monsoon?,"Price: ₹67/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Cashew Fruit in Monsoon?,"Price: ₹106/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Watermelon in Summer?,"Price: ₹83/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Watermelon in Winter?,"Price: ₹41/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Cashew Fruit in Monsoon?,"Price: ₹138/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Coconut in Monsoon?,"Price: ₹100/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Watermelon in Winter?,"Price: ₹85/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Banana in Monsoon?,"Price: ₹72/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Mango in Spring?,"Price: ₹76/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Pineapple in Monsoon?,Price: ₹30/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Banana in Spring?,"Price: ₹136/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Mango in Summer?,"Price: ₹137/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Banana in Summer?,"Price: ₹146/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Mango in Monsoon?,"Price: ₹93/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Cashew Fruit in Spring?,"Price: ₹145/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Watermelon in Winter?,"Price: ₹59/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Watermelon in Summer?,"Price: ₹120/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Cashew Fruit in Winter?,"Price: ₹56/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Mango in Summer?,"Price: ₹139/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Mango in Spring?,"Price: ₹99/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Watermelon in Monsoon?,"Price: ₹101/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Mango in Spring?,"Price: ₹116/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Cashew Fruit in Spring?,"Price: ₹104/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Banana in Winter?,"Price: ₹65/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana salad"
What are the details for Watermelon in Summer?,"Price: ₹113/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Pineapple in Winter?,Price: ₹63/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Pineapple in Summer?,Price: ₹144/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Pineapple in Monsoon?,Price: ₹117/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Banana in Winter?,"Price: ₹140/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Mango in Summer?,"Price: ₹86/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Pineapple in Spring?,Price: ₹148/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Banana in Summer?,"Price: ₹98/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Banana in Spring?,"Price: ₹51/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Guava in Spring?,Price: ₹137/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Watermelon in Summer?,"Price: ₹149/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Banana in Monsoon?,"Price: ₹71/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana salad"
What are the details for Pineapple in Spring?,Price: ₹98/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Pineapple in Summer?,Price: ₹65/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Pineapple in Monsoon?,Price: ₹118/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Coconut in Summer?,"Price: ₹39/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Coconut in Summer?,"Price: ₹148/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Cashew Fruit in Winter?,"Price: ₹32/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Pineapple in Spring?,Price: ₹97/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Guava in Winter?,Price: ₹93/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Cashew Fruit in Winter?,"Price: ₹58/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Cashew Fruit in Summer?,"Price: ₹80/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Guava in Monsoon?,Price: ₹140/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Coconut in Winter?,"Price: ₹63/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Cashew Fruit in Summer?,"Price: ₹91/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Mango in Spring?,"Price: ₹150/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Banana in Spring?,"Price: ₹55/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Coconut in Summer?,"Price: ₹107/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Pineapple in Spring?,Price: ₹60/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Coconut in Monsoon?,"Price: ₹44/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Pineapple in Monsoon?,Price: ₹93/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Pineapple in Monsoon?,Price: ₹145/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Guava in Summer?,Price: ₹120/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Mango in Spring?,"Price: ₹91/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Mango in Monsoon?,"Price: ₹90/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Mango in Summer?,"Price: ₹126/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Cashew Fruit in Winter?,"Price: ₹58/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Pineapple in Spring?,Price: ₹63/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Banana in Summer?,"Price: ₹50/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana salad"
What are the details for Cashew Fruit in Monsoon?,"Price: ₹73/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Mango in Summer?,"Price: ₹84/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Pineapple in Monsoon?,Price: ₹134/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Coconut in Spring?,"Price: ₹134/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Mango in Monsoon?,"Price: ₹35/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Watermelon in Winter?,"Price: ₹120/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Pineapple in Winter?,Price: ₹122/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Watermelon in Monsoon?,"Price: ₹142/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Mango in Monsoon?,"Price: ₹150/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Mango in Monsoon?,"Price: ₹126/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Pineapple in Spring?,Price: ₹35/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Cashew Fruit in Monsoon?,"Price: ₹31/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Cashew Fruit in Winter?,"Price: ₹30/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Guava in Summer?,Price: ₹40/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Guava in Monsoon?,Price: ₹92/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Guava in Monsoon?,Price: ₹140/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Watermelon in Summer?,"Price: ₹114/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
